quality_of_some_random_wine,ph_of_some_random_wine,density_of_some_random_wine,random_year,random_day,volume_disney_stock_traded_on_day_of_year,name_of_random_vegan_restaurant,city_of_random_vegan_restaurant,pricerange_of_random_vegan_restaurant,random_basketball_team,region_of_random_team,seed_of_random_team_in_year,text_of_random_book_review
5,2.99,0.9956,2015,03-12,10730400,Erewhon Natural Foods Market,Los Angeles,,Xavier,West,6,"This was a very romantic and sweet book. In the beginning I found Jacob to be very real; moving and sympathetic. Ahh, but then the circus comes to town and we're back to his youth ...The travails of working in a traveling circus are real and riveting; the details seem accurate. At times I thought the author lost her voice but for the vast majority of this book, I enjoyed it a great deal!"
6,3.3,0.99038,2004,05-10,12050700,Krazy Fish,Charlotte,USD 25.00-40.00,Nevada,Midwest,10,"What an unbelievable work of art. This book not only grabs you and pulls you in, with wonderful characters and writing, but you find yourself lost in the time and place. I am currently about a fourth of the way through War and Remembrance....it is equally splendid. I first read Marjorie Morningstar and fell in love with Herman Wouk's style and mastery of the storyline and character development. At times when reading these books I am incredibly sad, other times uplifted, and yet other times amazed. Absolutely one of the best authors I've ever read...and I have read alot of books."
5,3.6,0.9941,1999,02-23,5031200,Jamba Juice,Stockton,,Indiana,South,6,"I hesitated to pick up ""New York Times Bestsellers"", because most of the time I don't fully understand the hype around them, either they're just a mediocre book or they fall extremely short of the hype that surrounds it, this was not the case with Water for Elephants. Sara Gruen literally places you in the middle of a 1920's traveling circus and dosen't drop you off until the very last page. I felt like I was right along side Jacob and Marlena and the rest of the Characters in the novel.The story was breath-taking, and captivating, and the characters and even the animals were so easy to like and so different in their roles and I loved it. This is one of the first historical fiction novels i've read in a long time, at least that come to mind, and although I was apprehensive to start this, i'm so happy I picked it up when I did. I'm really looking forward to seeing the movie adaptation of this as it is currently in theaters now, and as a true book-lover must read the novel before I go see the movie adaptation of it!! I have high expectations for this film so we will see what I think, but so far i've heard good things.Water for Elephants is an absolutly delightful story, it covers everything a truly remarkable novel should have; love, crime, secrets, drama, etc. this book has it all!flag"
5,3.09,0.9978,1985,06-12,11038800,"Publix Super Market Organic Food, Publix",Easley,,Northeastern,East,14,"This is not really a particularly intellectual book, or the kind that will have you pondering but it will hold your interest and enthrall you; which makes it a perfect holiday read. It is not only a fantastic love story but is a seemingly accurate depiction of circus life during Great Depression (so you still get to learn things after all)and has enough plot to hold your interest but not so much as to seem over engineered. There is even a lesson about how we should treat old people.A good read"
6,3.25,0.9941,1989,11-14,3071200,Fox's Pizza Den,New Kensington,,Tennessee,East,10,"If you love fantasy and adventure, but can handle graphic descriptions of violence, gore and sex, then you most likely will enjoy this series."
5,3.38,0.99358,1985,06-21,4945000,Independence Appliance Center,Independence,,Ohio,Southeast,14,"This may be a short book, but it is full of insight. It is perfect to dip into at odd moment for that renewed spiritual focus or uplift, or just as good to read in one sitting. It is a classic with good reason and cuts to the core with it's deceptively simple style. There is much depth to this book to be explored and comes highly recommended.Feel free to check out my blog which can be found on my profile page."
7,3.48,1.00014,2011,08-01,11497500,Flatbread Company,Providence,USD 25.00-40.00,Butler,Southeast,8,"Such a great book. Flash back from the main character's POV. Not my usual genre of book, but absolutely fell in love with this book. I could not put it down. I would recommend this book to anyone looking for a good read. Absolutely delightful!"
6,3.16,0.9979,1994,05-12,1870800,Cedar Garden,Saint Clair Shores,USD 25.00-40.00,Arkansas,Final Four,1,"Without Remorse may be my favortie Clancy, though I haven't read that many of his books. It focuses on John Clark, a far-more interesting character than Jack Ryan IMHO, and how he got to the position fans know him in. My only complaint about the book is it's just too long. It's been a while since I read it but I remember reading this thing was like running a marathon. While there isn't anything wrong with lengthy books if everything is necessary but I can't say this is the case for WR. If you're a fan of Clancy, Clark, or the overall Ryan series I would definitely recommend this book."
7,3.14,0.9964,2010,05-24,14040200,Galiano's Cafe Smoothies,Douglas,,Florida,West,10,"ISBN 0394826922 - I'd already read and reviewedI'll Teach My Dog a Lot of Words (Bright & Early Board Books(TM))when this, the unabridged version, fell into my lap. While I think the shorter, abridged version is a great introduction, this is what you want those little readers building up to!A young, faceless, pet owner plans to teach his dog 100 words, impressing the entire town - including the mayor. Simple words like ""walk"" and ""beg"" are only the beginning of the plan. He also intends to teach him ""stand on Uncle Abner's thumb"" and ""paint the road from here to there""... Plans, however, are one thing; getting started is quite another.Author Michael Firth is fantastic, as usual, with simple language made extraordinarily fun. P. D. Eastman's illustrations are perfect - they're fun and funny and complement the text. Kids will laugh and learn and that, to be honest, is who we're really interested in teaching!- AnnaLovesBooks"
6,3.26,0.998,1991,01-30,14505400,Not Just Cheesecakes,Campbell,$$$,Texas,Midwest,5,"Martin insists that he's got everything under control, that plot isn't the be-all and end-all, that he is equally concerned with ""character development"" and ""world-building"", that his epic is ""resting"", as with Tolkien in The Two Towers.Really?In The Two Towers, Tolkien (the genuine article, not the ""American"" counterfeit) manages to develop plot, character, and build his world (including several races and languages) simultaneously, and while he's ""resting"", he chronicles a major battle at Helm's Deep, the destruction of Isengard and the overthrow of Saruman, and Frodo's fight with Shelob and subsequent capture by the Orcs. And all in 400 pages.This is ""resting""?Martin is not the ""American Tolkien"" nor any other kind of Tolkien. He is, if anything, the prose equivalent of Yanni, perpetual middle and no end. Those who love this kind of work -- stylistically similar to The Osbournes, The Kardashians, New Jersey Housewives, even The Sopranos (particularly if Tony had been killed during the first season) -- will likely love this, and will continue to do so as the characters, plots, venues and volumes multiply.Martin had a promising first act, but the literary world is replete with promises that quickly fizzle. Perhaps the publishers could give the series a title more fitting to lowered expectations: Westeros Housewives."
5,3.08,0.99004,2000,12-08,2897200,Hummus Place,Manhattan,,Kansas,East,8,"""Is it good?""I got asked this by my brother who has only seen the show and saw me reading the newest book. Since obviously I couldn't discuss much with him, but he still wanted to know, as everyone else has been wanting to know:""Is it good?""Yes it's good. It's better than a Feast for Crows by virtue of it's characters alone. But wow, it's also incredibly frustrating. Sorry for the quick change of mood there, but that's exactly what it's like to read this book. Moments will make you snap to attention and instantly remember why you've waited so long for the series, and how you loved it in the first place. This book has the power to draw you away from your world and into its. But these are but brief illuminations in a dark and often blindly led journey.Dance's biggest problem is it's pacing, which is to say stop and go. Whenever you think something major is about to happen, the book seems intent at preventing it. And yet this is a gargantuan of a novel. What makes up the extra space in between actual happenings? Exposition and traveling. So much of what is spoken could have only been mentioned and still had the same effect. Take for instance every Victarion Greyjoy chapter. Are the iron born interesting? Yes they are and very much so. Is there any amount of information in his chapters that couldn't have been neatly condensed into one? No.This becomes a problem later on when things should be picking up but never seem to. There is hardly a character in this book that doesn't seemingly have their story end one chapter (or more) too short. And not in the ""I must know what happens next"" way, but rather in the ""I fear this may be another six year cliffhanger"" manner. Then there is the almost laughable cases of Bran and Davos. I swear to the seven that I flipped back through the book just to make sure that I didn't somehow miss more of their chapters. Let me save you the time. You didn'tThe other major problem is actually some of the characters themselves. Yes, they are much better than the ones we got in Feast for Crows, but only barely. The biggest offender is no other than Tyrion himself. His story is long, mildly eventful, sometimes utterly bizarre (in ways good and bad), but worst of all (and I can't believe I'm writing this) it's humorless. A chuckle here and there maybe, but for the most part Martin loses his way with Tyrion's dialogue. Danerys sadly fairs much the same. She (and Tyrion for that matter) has some INCREDIBLE moments in this book, but for the most part she spends her time spinning her wheels and kicking up mud all around here the whole time. Yet again, it's all in an effort to end the story in an interesting place and then take what may happen away for another day. Which leads us to Jon Snow. The strongest of the three major characters, Jon's story sees him discovering leadership as well as himself as a person. It's a good story with some great little moments, and even in its' drawn out passages it still seems the most driven. Yet it ends with not only a cliffhanger for his own situation, but the ones of others as well who don't get their own final chapters.There's also a problem with new additions. I'll be brief. Tyrion meets an uninteresting dwarf woman who gets much dialogue and time, Danerys is practically surrounded by a cast of ""who?""s that you get to know and become ""who cares""?, many sell sword companies are introduced out of the blue and now have quite a bit of sway. None of those compare to the holy mother of ""huh?"" characters however. For the sake of extreme spoilers I will not mention the name, but the character comes right out of the blue and can completely change everything that has been done so far. I hope there is a satisfying reasoning to this...surprise and it wasn't just done to give us a mini-me version of a well dead character we could never have, but I fear the later.Yet I give this book 3 stars, and I say it is good. That's because it is. For instance take the surprising quality of the Reek chapters. By now, I'm going to assume it's no major spoiler to say that Reek is Theon Greyjoy. It might be a spoiler however to let you know that his chapters might be the best in the book. They are purposeful, deliberate, and constantly interesting. They also introduce us to some fantastic new villains in the Boltons, and just for hell he becomes a rallying point of sorts for other major characters. In Theon's story you will find that old magic once again that the first three books had in spades.He's not the only one. Davos and Bran may be cut short, but what's there is great. The activities of King Stannis and those around him are always interesting and make for some of the best intrigue in the book. Asha Greyjoy has a short but sweet story that puts her in an active position within the overall story. Ser Barristan Selmy has a few very, very good chapters. And while I still find Tyrion's chapters to be boring, Jon and Danerys overall provide the major plots of this tale, and both contribute enough to make it worth while. The best characters though? The precious few chapters we get from the Feast for Crows gang. Not only do they advance the unresolved plots of Jamie, Cersei, and No One, but they are also some of the best written of the bunch further suggesting that Martin knows where he going with the plot, but that he needed these last two books to turn a real big ship around to get there.Then there are those moments. In fact I retract my earlier statement. It's not the characters that make this better than a Feast for Crows, it's those damn moments. This installment spreads them around more liberally than its' predecessor did, and is the much better for it. This book feels more alive than A Feast for Crows, even when it's just shuffling it's feet. Plus like I said, it may take a while to get there but by the end of this book the whole overall plot feels much more on track and focused. Oh and that last chapter? Gravy. Pure indulgence and a fantastic bookend to both fully hype you for book six and remind you the power Martin still wields with a pen over your very soul and even your expectations.Ultimately I may have fallen under the same curse as Martin and spoke too many words. Because you will read this book and you very much should. Ultimately some will say that the wait was too long for too much unresolved. Maybe that's true. But as a whole and judged on it's own this is a more than solid entry into the Ice and Fire series and, while not destined to become everyone's favorite, is still a hard work of fiction to out right hate.But George, can I sum up quickly what fans want for Winds of Winter?More Dragons, Less Dancing."
5,2.94,0.99089,2013,04-30,8528800,Revitalive Cafe & Juice Bar,Newburyport,,Iowa St,West,10,"If you are looking for a fast reading, really interesting and gripping story with an out of left ending....here it is.Story has all the trappings.....sex, intrigue, murder. Main character is very likeable with a realy love for animals. Villain is a real monster that will make you hate him.Different, and really good!!"
4,3.21,0.992,1994,08-31,7422700,Simple Simon's Pizza,Pocola,,Drexel,East,13,"A great continuation of the series. I don't know why all the bad reviews, I thoroughly enjoyed this book and would recommend it and the whole series to any reader. Now just to wait for the next book to be written."
7,3.15,0.99075,1985,09-03,1576900,Smoothie King,Vicksburg,,Georgia,East,6,"On the back cover of this paperback it's noted that Hemingway is known for his ""terse"" sentences. Did the person writing this ""blurb"" read the book? Probably not. In parts of this novel the author writes as if possessed by James Joyce, in a stream of consciousness style with long sentences. That's OK, or would be, if they added to the novel but, sorry, they don't. The author is also repetitive, repeating the same point over and over in some cases. But there is no reason in terms of the plot in writing the same point over and over in this book except to (in my opinion) stretch this novella out into almost 500 pages. The first couple and the last couple of chapters are essentially where the action is. One has to ask why this story is so revered and I think the answer is because the author was so admired. The press especially hero-worshiped Hemingway and perhaps this explains the too-much praise for this work. Still, not a bad book and when it's good, it's very good."
5,3.03,0.99048,2011,01-12,9586900,Cowan's Sandwich Shop,Atlanta,,Arizona,West,5,I read this book when it first came out. I picked it up at the library. I absolutely loved it then they made a movie out of it and the movie was great too (surprise). I love depression era books and the fact that this took you into the circus during that era was wonderful to me. Sara Gruen makes you feel you are at the circus with these characters and can see them in all their glory and sometimes not so glory.
7,3.08,0.99412,2018,01-04,7417400,India Tandoori Grill,Torrance,,Texas Southern,West,16,I have had Water for Elephants on my wish list for quite some time now...when the movie came out I thought I better read it before someone gave the ending away. As soon as I started reading the first line I couldn't stop. I caught myself hiding my kindle under my desk so I could read the next few lines and holding my breath while doing so. This book is so brilliantly written I don't even know how to review it. Sarah G. is so passionate about the animals and the characters in this book that you will find your heart breaks at certain turns and you cheer out loud for the loveable Jacob. I was so incredibly sad when it ended that I immediately ordered another book from Sarah G....The Ape House and I have to say I'm equally enthralled by it.
6,3.15,0.99694,2006,07-05,11345300,Twilight Tea Lounge,Brattleboro,,Florida,Midwest,3,Ernest Hemmingway is one of the greatest writers when it comes writing about old school spain. it was a great read. strongly recommended although a bit complicated.
7,3.14,0.9939,2008,03-27,9569900,Casa Del Fuego,Austin,USD 0.00 - USD 25.00,Kansas St,Midwest,11,"&quot;Red Mars&quot; is the best contemporary straight-science fiction novel I've read. As far as plot, structure and style go, I don't have enough space to praise Robinson. It's an EPIC (in capital letters). Granted, he is often a bit long winded, but most of the time &quot;Red Mars&quot; is a page turner with substance. His introductory vignetts at the beginning of each section of the book, in particular, demonstrate his literary muscle. You'll be sold after the first three pages!The story is excellent, but as or more impressive is Robinson's portrait of the socio-economic/cultural conditions which develop on the planet. Coming from the rather arrogant post-modernistic attitude of &quot;we've invented everything that can be invented&quot; insofar as culture, politics, etc. is concerned, this book is a refreshing surprise. From the environmental Marsfirst movement to the Neo-marxism, the world Robinson has created is rich and interesting.His characterization is even better. Normally, I would resent the obvious plot device, longjevity (sp?), Robinson uses to allow his characters to live through Mars' entire evolution. However, his characters are so different and engaging that I was easily able to grant him that crutch.Finally, &quot;Red Mars&quot; also has convincing (at least for a lay person like myself) science. Their scientific gadgets which allow them to make Mars more Earth-like are giddily exotic while staying real enough that I wouldn't be surprised to read about them in the morning paper.Ultimately, &quot;Red Mars&quot; accels at characterization, story, style, scope and science stuff. It's simply magnificent. (Sorry for the bad pun in the title.)"
6,3.08,0.9935,2011,05-26,11189400,Chang's Mongolian Grill,Portland,,Missouri,West,11,"Sara Gruen spins a fascinating tale of murder, love, obsession, and life in Water for Elephants. The characters were interesting and well developed. Her portrayal of the elderly was spot-on without being stereotypical. That's a very difficult thing to do; not many authors are capable of unraveling the story of an elderly character.Her portrayal of circus life is intriguing, and the characters never failed to invoke strong feelings of endearment, horror, amusement, or pity. I wouldn't call this a ""must read,"" but it is definitely an interesting story that was well written and well researched."
6,3.24,0.9965,2016,04-29,7006900,Thrive~the Healthy Raw Inspired Vegan Experience~,Miami Beach,,Arkansas Little Rock,Midwest,12,"I couldn't finish the book I was so bored and I HATE leaving books unfinished. I didn't like the crudeness of it either, I just don't see why it was such a hit...... blah!"
6,3.26,0.99966,2017,02-16,7179600,Encore Cafe,Lawrence,USD 25.00-40.00,Wisconsin,East,8,My favorite book. I used the passaged in my wedding ceremony. I read it over and over and never tire of it
5,3.22,0.99268,2013,03-26,4675600,Farmer's Restaurant - Closed,Tenants Harbor,,North Carolina,South,8,received on time and thank you for rel good on time service.HIS CHAPTER ON PAIN IS THE BEST.
6,3.25,0.99595,1988,06-10,7381100,Pro-portion Cafe,Stony Brook,$$,Seton Hall,West,8,"This book was fun. The old circus is always fascinating and fun.I read the book very quickly, which is unusual for me. If you like fun easy books, then this is a good one for you.But this book is not literature, and will be forgotten soon, and won't be read in 10 years. It does not compare with Amy Tan, who has written literature that will probably continue to be read for a hundred years."
6,3.27,0.99146,2018,07-30,5199300,Longhorn Steakhouse,St Peters,,West Virginia,East,5,"Good book, caught my attention right away with all the details about circus life. I really enjoyed reading it. My only qualm is with the ending because it's a little too pat for my taste. Life doesn't ever end up so nice."
5,3.13,0.98862,1995,08-16,4821200,The Pita Pit,Ephrata,$,Murray St,Southeast,15,"I loved this book. It was so sweet in an adult fairy tale sort of way. I enjoyed the characters, the description of the animals, the whole premise of the story. Long after I had finished, and recommended it to everyone I know, I still think about the characters, and miss reading about them."
5,3.01,0.9934,2014,03-28,5281700,Simply Natural Caf��,Sunrise,$$,NC State,Midwest,12,"This was my book club's book this month. I don't always like what they pick, but I give each book 100 pages before giving up on it. I liked this book immediately.The main character is in a nursing home and the story goes between his life there and his memories of his younger days when he worked for a circus.The imagery is excellent and you can feel the movement of the train as the author is describing the setup of the cars and where everyone rides. You can smell the disinfectant in the nursing home when Jacob is there.I guess one of the reasons I liked this book is that I've never read something on this topic. It was very interesting to learn about the different aspects of the circus and its struggle for survival.This is slower reading, you can't plow through it like one of those books you read on the beach, but you will enjoy every moment!"
8,3.08,0.99254,2000,04-25,3750500,Holy Fruit's Juice Bar & Natural Food,Bronx,,Connecticut,South,5,I got this book because it had such good reviews and it was recommended in my school library. I liked it but I wasn't grabbed by it. It's not horrible at all but just not my favorite.
6,3.06,0.9937,2006,07-28,14858400,Handlebar,Chicago,,UNC Wilmington,South,9,"Really enjoyed this book, couldn't put it down. Some parts a bit disturbing.. but good."
6,3.38,0.9982,2002,04-15,4156400,Natures Health Food & Cafe,Yuccavalley,,Texas,Midwest,6,"I've just completed reading this book a third time. One word of advice: Read the book BEFORE seeing the movie. While both book and film can each stand alone, reading the book first makes the movie so much more enjoyable. The story is uniquely compelling, and the author does an excellent job of describing the life and times of a Depression-era circus. I just couldn't put the bloody book down!Like the author before writing this book, I'd never been to a circus before. However, I did grow up with Depression survivor grandparents, especially my grandmother, who was infamous locally for feeding the hobos who passed through our poor little railroad town. Even when she had little to feed her three children, the transients who spotted the hobo tags on their back fence never went away empty-handed.I have been fascinated by stories of the circus since visiting the Ringling Circus Museum in Sarasota, Florida at the age of eight. Now in my 50's, I long to see a real circus for myself."
7,3.15,0.99595,2014,10-15,21844400,Lulu's Creperie Cafe,Lagunahills,,Dayton,South,11,"I really have no right to proclaim that one day this book will be a classic, but I am going to stick my neck out. What a powerful read. This book puts you into circus life in the Depression, shakes you until you are groggy and then wakes you up to find that you can't stop thinking about the story. Ms. Gruen has obviously done her homework as she draws you into the seedy,muddy, bloody life of the circus. Very much unlike my experiences, as a child, going to see ""THE GREATEST SHOW ON EARTH,"" circus life is portrayed as something less than glamorous. What wonderful characters and the plot is one ""big top"" thrill after the other. I will be very surprised if some Hollywood producer doesn't grab this novel and make a fantastic movie. A book has to grab me with the first chapter for me to continue and I was grabbed during the first page. Do yourself a favor and give it a shot. You will not be disappointed at all."
5,3.29,0.99453,1993,05-10,4380400,Bhojan Vegetarian Indian Cuisine,,USD 0.00-25.00,Coastal Carolina,West,16,"Yes it has its dark moments. And yes it can be disturbing. And that means the author did the job right.The book follows the life that was not an easy one and is not the perfect sunset of old age and conveys it all in the context of a world that most people do not know the in and outs about, the circus, but at the same time which is something we all have dreamed about. If not dreamed about, at least were enamored with when we were young.As others said, I could not put this book down and lost a bit of sleep turning a few extra pages further in the evening. But it was worth it."
5,3.12,1.0006,2010,08-04,9840700,Tiffin,Bryn Mawr,,Butler,West,5,I had quite high expectations based on other reviews provided. Actually I didn't particularly enjoy this book. The writing style didn't quite gel for me and the characters weren't particularly believable.
6,2.97,0.99488,2012,01-24,9407000,Brasilia Churrasco Steakhouse,Asheville,USD 31.00 - USD 50.00,Louisville,West,4,A very intense tale of war and the local people involved in the cause fighting for their country however they can.
6,3.05,0.99616,2000,05-01,8921900,Chelsea's Bakery Vegetarian,Decatur,$,Seton Hall,East,10,"If you are looking for a fast reading, really interesting and gripping story with an out of left ending....here it is.Story has all the trappings.....sex, intrigue, murder. Main character is very likeable with a realy love for animals. Villain is a real monster that will make you hate him.Different, and really good!!"
6,2.96,0.9919,2016,04-18,10650400,Pizza Pro,Marmaduke,,Fresno St,Midwest,14,It was an OK book. I was expecting it to be really great and it didn't really live up to the hype. Maybe the movie is better
6,3.23,0.99244,2011,08-29,8397500,Benna's Cafe,Philadelphia,USD 0.00-25.00,Gonzaga,Southeast,11,"A decade past, I knew very little about the writer/artist/poet/prophet, Kahlil Gibran. I am happy to say, that today, I am well acquainted with his work. The Prophet was the first book I read written by Gibran, and ever since that first reading I have immersed myself in his extraordinarily consummate skill of exquisitely crafted words. To say the Prophet or any other writings by Kahlil Gibran is simply fine literature is to say the mysterious of the soul are mediocre. I recommend that if you have not touched upon any of Kahlil Gibran's books, that you consider the Prophet as a good start. You will not be disappointed. A few other extraordinary works of art by Gibran: The Voice Of The Master; The Beloved; Sand And Foam; The Broken Wings; Between Night And Morn; The Earth Gods; and one of my personal favorites, though not so much a ""story,"" but rather a collection of personal letters to dearly beloved friends: Kahlil Gibran: A Self-Portrait."
5,3.28,0.99335,2005,07-07,10412400,Rice,Manhattan Beach,,Creighton,West,10,Very nice. bought as a gift.
7,3.14,0.99266,2006,08-30,7930400,Lisa's Bon Appetit,Torrance,$,Washington,East,5,"A friend loaned me her copy even knowing that this isn't my normal genre. I kept it for several weeks on the shelf and finally, I decided that I should read it. I am so glad I did! I thoroughly enjoyed this book. This book took me to another place and time and it felt that I was right beside the main character as he was going through his journey."
6,3.02,0.99729,1986,12-01,3647900,Mellow Mushroom,Hiram,$$,NC State,Midwest,6,"I read this book about a year ago. I was a little unsure of the subject matter, however, the book pulled me in. I got very interested in the various characters, I found that it was one of my favorite books I read last year."
7,3.52,0.99134,1993,12-09,5503800,Namaste Indian Cruisine of Lloyd Center,Portland,$$,California,Midwest,6,"I would have to say that this is the best book I've ever read.. I could feel every word deep in my heart everytime, of the many times I've read it! I would never get enough of it! its a treasure.."
7,3.04,0.99534,1985,08-07,5168900,Pickerman's Soup & Sandwiches,Blue Springs,,Villanova,Southeast,8,"Fascinating story of growth, witth very unique, unforgetable chararcters. It exposes the dark side of human nature, compared with the unconditional love of the animals."
6,3.38,0.9927,1986,03-07,5195700,Hangawi,,USD 50.00-55.00,Utah,West,14,"I have been a student of the Holocaust since before I was a teenager. A major focus of my interest was the Nuremberg Trials in which the surviving Nazi big wigs were brought to justice in an extensive judicial review of the high crimes of Nazi Germany. The world was focussed on the trials and an Academy Award-winning feature film was made about them as well. When I read a review of ""The Other Nurembeg: The Untold Story of the Tokyo War Crimes Trials"", it may have been the first I knew that there actually was such an inquest. I never came across it at book stores so I sought it out on Amazon.com to find out just what the trials were all about.These trials were somewhat different from their German counterpart. One difference was the control that General MacArthur held over the creation and (to a small extent) control of the trials. There were also a lot more countries represented on the Bench. Instead of the Big Four in Europe, the Americans, English and Chinese were joined by jurists from Australia, the Soviet Union, The Netherlands, The Philipines, India, and France. The chief judge was an Australian and the chief prosecutor was an American. The accused, however, were all Japanese.There were a variety of issues involved such as the Rape of Nanking, the forced labor, the surprize attack on Pearl Harbor, the killing of POW's and shooting survivors of torpedoed ships, the mass murders in China, The Philipines and elsewhere. The issue of waging an agressive war was also an issue which was worked over and defined.The genesis of the tribunal and the prosecution of the trials are spelled out well in Arnold Brackman's researched recollection as a journalist covering the trials at the time. Some topics and crimes may seem to be covered in less detail that the reader may prefer. However, Brackman's description of the tens of thousands of pages of evidence and testimony gives us an overall aprreciation of the author's ability to summerize the major points of the trials. There are a lot of incidents referred to that may have escaped the attention of many readers. The initial outbreak of the invasion in China was an event known as the Mukden Incident which was news to me. At times the vollume of brutality left the author acknowledging that there was a lot more than he (or the tribunal) had time to cover.Brackman had a good sense of the personalities and rivalries involved in the judges and lawyers working in the trials. He also was rather defensive at times regarding that variety of opinions back home about the War and its' causes. He is also willing to speak frankly about some of the merits of the defense of the accused. For example, he points out that the Japanes army had ""liberated"" a number of European colonies in Asia. However, Brackman also points out that the Japanese were more brutal to their Asian captives than they were to the European ones.At times the book seems more oriented to a legal focus rather than an historic one but this is, afterall, about a trial rather than a battle. In the end, the trial, having lasted well past what was expected, came to an end with seven executions and a number of lengthy prison sentences of which most ended with parole in the mid-1950's.The Tokyo trials were not the focus of the world like their Nuremberg counterpart. However, they were an important reminder that, even in war there are standards of decency. The evidence that we do get reminds us of the reason for the trial. ""The Other Nuremberg"", like the trials themselves, is valuable for the closure that it brings to the end of a brutally waged war of agression."
5,3.22,0.9906,2005,10-13,8469300,Red Robin,Salt Lake City,,Louisville,West,4,This was a great book. Could not put it down. I wanted to read more adventures from the main character.
5,3.21,0.9929,2012,01-09,12145200,Sara Donut - Euless,Euless,USD 0.00 - USD 25.00,Detroit,Midwest,15,"Engrossing story. I love anything that takes me into a different world and holds me there and this story does that - the writing is simple, but the characters, the settings, the whole circus world is vividly portrayed. This book is always on my TR ( to recommend ) list when people are looking for a great, sweeping read dense with everything that makes a book memorable."
6,3.21,0.99186,2017,04-26,4809800,Taco Del Mar,Fresno,,Xavier,West,11,"Or worse. Well first of all she manages to add in at the end the usual whodunnit, with the criminal being the person most trusted. Then there is the whole being in love with the Lynx. I just didn't think that was realistic at all. We didn't even have the comfort of a happy ever after end. But I'm sure plenty of readers will disagree with me and think it was a fantastic story."
5,3.15,0.99834,1988,08-19,2703700,Zone Eatery,Miami,,Villanova,Southeast,6,"What a great book! I picked it up at my library after hearing it suggested at my book club. I didn't want the story to end, but I wanted it to end because it was just so powerful and moving. By the end I was crying from shock, grief, and sheer happiness. The author took a subject that I've never thought about and gave it so much life. I want to know more about circus trains and old time circus shows. Read it!"
5,3.33,0.99743,1992,11-03,2463400,,Nashville,,Connecticut,Southeast,9,Five stars because Tom Clancy was the very best writers of military style action. Hard to put any story down he writes.
6,2.99,0.9981,1994,01-13,3720300,Life Alive,Lowell,$$,Navy,West,16,"flash jumps around a bib in this adventure, but in the west his manner improved form deplorable to tolerably despicable.I don't think it would be amused with the O&H; show tune , I want to be an Indian too , wouldn't you? Like a Sioux! .But he honest shows a slice of what the encroaching society effect were on the fictional charterers and there action and reaction to the new world . As far as the locals, heck it was their street corner so I won't make any judgment."
6,3.39,0.99164,2015,12-04,8771300,Ru San's,Charlotte,,West Virginia,Midwest,5,"Excellent old fashioned story telling at it's best! I enjoyed every minute of this book, from the first page. Gives you a peek into a life one rarely gets the chance to see or understand. The characters are very well developed and so very vulnerable and real. I kept forgetting this was a work of fiction. If you love a good bedtime story, this is for you. Real, raw human reality, quirky and FUN."
6,3.23,0.992,1988,03-22,2701200,Fox's Pizza Den,Greensburg,,Villanova,Southeast,6,"I wish books 4 and 5 hadn't been divided the way they had, but I still enjoy the story all the same. However, I hate getting all caught up on an ongoing series. How long will we have to wait for the next installment? And then how long after that for the final book? It says something good about a story when you are left wanting more and can't wait to see how it all turns out. Just don't leave us waiting too long, please."
5,3.38,0.99306,2001,05-10,5180900,,Volcano,,Butler,Midwest,10,"I've been reading Tom Clancy since 1989, when my dad gave me copies of Hunt for Red October and Red Storm Rising as I left for college. I've loved most of his work (things started going seriously south with Rainbow Six), in particular Without Remorse. A few weeks ago, I decided that I wanted to revisit this favorite, so I purchased the Kindle edition.This novel focuses on the events leading to John Kelly's transformation into Mr. Clark, a central figure in several of the Jack Ryan-centric novels. Largely absent from Without Remorse is Clancy's typical wide-angle view of events with periodic zooms into the events in one setting or another, though it's clear that the historical context shapes the story. The story is well-paced and Clancy does a solid job of making us care about the central characters.The Kindle edition of Without Remorse, however, reads like someone tore the pages out of the novel and scanned them into the computer using a version of OCR software dating back to the mid-90s. There are quite a lot of mangled words, spacing is often weird, and punctuation frequently doesn't make sense. If you can overlook this sort of thing, the Kindle edition will work just fine for you. If you find that such problems interrupt the flow of the story, as I do, you're better off passing on the Kindle version and tracking down a hard copy from your local library or used book store."
5,3.24,0.9928,2018,02-07,12445000,Nectar,Asheville,,Kentucky,South,5,This is the best book of the series. Read it. Now. You will not be disappointed in your choice. Trust me.
5,3.09,0.995,2015,09-28,8238300,Dp Dough,Fort Collins,,New Mexico St,Midwest,15,Loved the way it was written. Loved the storyline. Great ending. Very good insight into the time of the Depression and the inner workings of a circus.
